image,annotations__label,annotations__coordinates__x,annotations__coordinates__y,annotations__coordinates__width,annotations__coordinates__height
,Flashover damage,878,1516,4488,939
,Flashover damage,1,71,690,1277
,No issues,4549,1801,363,604
,No issues,3810,1772,333,598
,Flashover damage,3618,1774,306,596
,Flashover damage,3435,1772,352,583
,Flashover damage,2925,1738,308,580
,No issues,3093,1744,307,591
,Flashover damage,2592,1724,294,568
,No issues,2431,1693,307,591
,Flashover damage,1948,1665,266,560
,Flashover damage,2103,1682,266,560
,Flashover damage,1958,1675,266,560
,No issues,1494,1635,216,525
,No issues,1357,1628,216,525
,No issues,1207,1583,216,525
,No issues,1074,1580,216,525
,No issues,924,1554,216,525
150606h.JPG,No issues,4139,1657,216,525
,No issues,3953,1667,239,540
,No issues,1694,1794,333,598
,Flashover damage,3471,1702,266,560
,Flashover damage,2429,1763,308,580
,Flashover damage,1495,1793,332,616
,Flashover damage,1301,1806,342,609
,Flashover damage,2944,1746,294,568
,Flashover damage,714,1785,543,651
,Flashover damage,633,1516,4488,939
,Flashover damage,5308,71,690,1277
,No issues,1087,1801,363,604
,No issues,1856,1772,333,598
,Flashover damage,2075,1774,306,596
,Flashover damage,2212,1772,352,583
,Flashover damage,2766,1738,308,580
,No issues,2599,1744,307,591
,Flashover damage,3113,1724,294,568
,No issues,3261,1693,307,591
,Flashover damage,3785,1665,266,560
,Flashover damage,3630,1682,266,560
,Flashover damage,3775,1675,266,560
,No issues,4289,1635,216,525
,No issues,4426,1628,216,525
,No issues,4576,1583,216,525
,No issues,4709,1580,216,525
,No issues,4859,1554,216,525
150606v.JPG,No issues,1644,1817,216,525
,No issues,1807,1792,239,540
,No issues,3972,1607,333,598
,Flashover damage,2262,1737,266,560
,Flashover damage,3262,1656,308,580
,Flashover damage,4172,1590,332,616
,Flashover damage,4356,1584,342,609
,Flashover damage,2761,1685,294,568
,Flashover damage,4742,1563,543,651
,Flashover damage,878,1544,4488,939
,Flashover damage,1,2651,690,1277
,No issues,4549,1594,363,604
,No issues,3810,1629,333,598
,Flashover damage,3618,1629,306,596
,Flashover damage,3435,1644,352,583
,Flashover damage,2925,1681,308,580
,No issues,3093,1664,307,591
,Flashover damage,2592,1707,294,568
,No issues,2431,1715,307,591
,Flashover damage,1948,1774,266,560
,Flashover damage,2103,1757,266,560
,Flashover damage,1958,1764,266,560
,No issues,1494,1839,216,525
,No issues,1357,1846,216,525
,No issues,1207,1891,216,525
,No issues,1074,1894,216,525
,No issues,924,1920,216,525
150606d.JPG,No issues,4139,1817,216,525
,No issues,3953,1792,239,540
,No issues,1694,1607,333,598
,Flashover damage,3471,1737,266,560
,Flashover damage,2429,1656,308,580
,Flashover damage,1495,1590,332,616
,Flashover damage,1301,1584,342,609
,Flashover damage,2944,1685,294,568
,Flashover damage,714,1563,543,651
,Flashover damage,633,1544,4488,939
,Flashover damage,5308,2651,690,1277
,No issues,1087,1594,363,604
,No issues,1856,1629,333,598
,Flashover damage,2075,1629,306,596
,Flashover damage,2212,1644,352,583
,Flashover damage,2766,1681,308,580
,No issues,2599,1664,307,591
,Flashover damage,3113,1707,294,568
,No issues,3261,1715,307,591
,Flashover damage,3785,1774,266,560
,Flashover damage,3630,1757,266,560
,Flashover damage,3775,1764,266,560
,No issues,4289,1839,216,525
,No issues,4426,1846,216,525
,No issues,4576,1891,216,525
,No issues,4709,1894,216,525
,No issues,4859,1920,216,525
150843.JPG,No issues,3532,1506,285,494
,Broken,3014,1594,249,511
,Broken,256,1263,4646,1255
,No issues,4531,1316,405,483
,No issues,4326,1362,302,473
,No issues,4129,1405,302,473
,No issues,3934,1444,302,473
,No issues,3740,1485,302,473
,No issues,3342,1552,302,473
,No issues,3149,1590,302,473
,No issues,2770,1656,302,473
,No issues,2584,1690,302,473
,No issues,2395,1709,302,473
,No issues,2212,1754,302,473
,No issues,2027,1775,302,473
,No issues,1838,1801,302,473
,No issues,1662,1847,304,451
,No issues,1484,1869,304,451
,No issues,1301,1894,304,451
,No issues,1123,1927,304,451
,No issues,948,1942,304,451
,No issues,778,1969,304,451
,No issues,605,1987,304,451
,No issues,436,2018,303,433
,No issues,262,2033,303,433
150843v.JPG,No issues,3532,1999,285,494
,Broken,3014,1894,249,511
,Broken,256,1481,4646,1255
,No issues,4531,2200,405,483
,No issues,4326,2164,302,473
,No issues,4129,2121,302,473
,No issues,3934,2082,302,473
,No issues,3740,2041,302,473
,No issues,3342,1974,302,473
,No issues,3149,1936,302,473
,No issues,2770,1870,302,473
,No issues,2584,1836,302,473
,No issues,2395,1817,302,473
,No issues,2212,1772,302,473
,No issues,2027,1751,302,473
,No issues,1838,1725,302,473
,No issues,1662,1701,304,451
,No issues,1484,1679,304,451
,No issues,1301,1654,304,451
,No issues,1123,1621,304,451
,No issues,948,1606,304,451
,No issues,778,1579,304,451
,No issues,605,1561,304,451
,No issues,436,1548,303,433
,No issues,262,1533,303,433
160435.JPG,No issues,1852,2546,681,368
,Flashover damage,1864,1923,684,377
,Flashover damage,1869,1153,686,501
,Flashover damage,1802,1103,813,1906
,Flashover damage,1874,1572,684,377
,Flashover damage,1855,2229,684,377
,Flashover damage,1868,2851,674,157
160435h.JPG,No issues,1978,2546,681,368
,Flashover damage,1963,1923,684,377
,Flashover damage,1956,1153,686,501
,Flashover damage,1896,1103,813,1906
,Flashover damage,1953,1572,684,377
,Flashover damage,1972,2229,684,377
,Flashover damage,1969,2851,674,157
160435v.JPG,No issues,1852,93,681,368
,Flashover damage,1864,707,684,377
,Flashover damage,1869,1353,686,501
,Flashover damage,1802,0,813,1906
,Flashover damage,1874,1058,684,377
,Flashover damage,1855,401,684,377
,Flashover damage,1868,0,674,157
160435d.JPG,No issues,1978,93,681,368
,Flashover damage,1963,707,684,377
,Flashover damage,1956,1353,686,501
,Flashover damage,1896,0,813,1906
,Flashover damage,1953,1058,684,377
,Flashover damage,1972,401,684,377
,Flashover damage,1969,0,674,157
161268.JPG,Flashover damage,1541,2320,914,518
,Flashover damage,1570,1920,927,539
,Flashover damage,1596,1575,952,543
,Flashover damage,1659,639,960,746
,Flashover damage,1465,618,1180,2391
,No issues,1632,1273,962,476
161268h.JPG,Flashover damage,2056,2320,914,518
,Flashover damage,2014,1920,927,539
,Flashover damage,1963,1575,952,543
,Flashover damage,1892,639,960,746
,Flashover damage,1866,618,1180,2391
,No issues,1917,1273,962,476
161268d.JPG,Flashover damage,2056,169,914,518
,Flashover damage,2014,548,927,539
,Flashover damage,1963,889,952,543
,Flashover damage,1892,1622,960,746
,Flashover damage,1866,0,1180,2391
,No issues,1917,1258,962,476
170032.JPG,No issues,3390,1643,669,304
,Broken,3364,2802,644,297
,Broken,3261,1,852,4138
,No issues,3417,4,672,472
,No issues,3407,444,674,338
,No issues,3389,742,674,338
,No issues,3395,1032,674,338
,No issues,3393,1338,674,338
,No issues,3379,1900,674,338
,No issues,3377,2198,674,338
,No issues,3375,2476,674,338
,No issues,3360,3087,680,301
,No issues,3370,3354,680,301
,No issues,3368,3650,660,359
170032h.JPG,No issues,3300,1643,669,304
,Broken,3351,2802,644,297
,Broken,3246,1,852,4138
,No issues,3270,4,672,472
,No issues,3278,444,674,338
,No issues,3296,742,674,338
,No issues,3290,1032,674,338
,No issues,3292,1338,674,338
,No issues,3306,1900,674,338
,No issues,3308,2198,674,338
,No issues,3310,2476,674,338
,No issues,3319,3087,680,301
,No issues,3309,3354,680,301
,No issues,3331,3650,660,359
170032v.JPG,No issues,3390,2964,669,304
,Broken,3364,1812,644,297
,Broken,3261,772,852,4138
,No issues,3417,4435,672,472
,No issues,3407,4129,674,338
,No issues,3389,3831,674,338
,No issues,3395,3541,674,338
,No issues,3393,3235,674,338
,No issues,3379,2673,674,338
,No issues,3377,2375,674,338
,No issues,3375,2097,674,338
,No issues,3360,1523,680,301
,No issues,3370,1256,680,301
,No issues,3368,902,660,359
170032d.JPG,No issues,3300,2964,669,304
,Broken,3351,1812,644,297
,Broken,3246,772,852,4138
,No issues,3270,4435,672,472
,No issues,3278,4129,674,338
,No issues,3296,3831,674,338
,No issues,3290,3541,674,338
,No issues,3292,3235,674,338
,No issues,3306,2673,674,338
,No issues,3308,2375,674,338
,No issues,3310,2097,674,338
,No issues,3319,1523,680,301
,No issues,3309,1256,680,301
,No issues,3331,902,660,359
170160h.JPG,No issues,1474,320,416,347
,Broken,1818,893,413,328
,Broken,1148,1,1391,1817
,Broken,2599,961,615,1036
,No issues,1380,137,416,347
,No issues,1281,0,383,302
,No issues,1598,505,396,353
,No issues,1697,685,376,313
,No issues,1921,1061,409,351
,No issues,2015,1218,409,351
,Broken,2143,1469,413,328
,No issues,2594,1586,411,387
,No issues,2701,1464,411,387
,No issues,2803,1309,411,387
170160v.JPG,No issues,1325,1468,416,347
,Broken,984,914,413,328
,Broken,676,317,1391,1817
,Broken,1,138,615,1036
,No issues,1419,1651,416,347
,No issues,1551,1833,383,302
,No issues,1221,1277,396,353
,No issues,1142,1137,376,313
,No issues,885,723,409,351
,No issues,791,566,409,351
,Broken,659,338,413,328
,No issues,210,162,411,387
,No issues,103,284,411,387
,No issues,1,439,411,387
170160d.JPG,No issues,1474,1468,416,347
,Broken,1818,914,413,328
,Broken,1148,317,1391,1817
,Broken,2599,138,615,1036
,No issues,1380,1651,416,347
,No issues,1281,1833,383,302
,No issues,1598,1277,396,353
,No issues,1697,1137,376,313
,No issues,1921,723,409,351
,No issues,2015,566,409,351
,Broken,2143,338,413,328
,No issues,2594,162,411,387
,No issues,2701,284,411,387
,No issues,2803,439,411,387
170277 (2).JPG,No issues,1678,984,282,330
,Flashover damage,1851,863,300,309
,Flashover damage,720,845,1455,1118
,No issues,1597,1062,282,330
,No issues,1510,1127,282,330
,No issues,1421,1197,282,330
,No issues,1323,1259,282,330
,No issues,1234,1321,282,330
,No issues,1143,1383,282,330
,No issues,1049,1436,282,330
,No issues,954,1479,282,330
,No issues,860,1538,282,330
,No issues,754,1581,282,330
,No issues,56,1321,280,270
,No issues,0,1175,226,280
170277 (2)v.JPG,No issues,1678,1141,282,330
,Flashover damage,1851,1283,300,309
,Flashover damage,720,492,1455,1118
,No issues,1597,1063,282,330
,No issues,1510,998,282,330
,No issues,1421,928,282,330
,No issues,1323,866,282,330
,No issues,1234,804,282,330
,No issues,1143,742,282,330
,No issues,1049,689,282,330
,No issues,954,646,282,330
,No issues,860,587,282,330
,No issues,754,544,282,330
,No issues,56,864,280,270
,No issues,0,1000,226,280
170277 (2)d.JPG,No issues,1719,1141,282,330
,Flashover damage,1528,1283,300,309
,Flashover damage,1504,492,1455,1118
,No issues,1800,1063,282,330
,No issues,1887,998,282,330
,No issues,1976,928,282,330
,No issues,2074,866,282,330
,No issues,2163,804,282,330
,No issues,2254,742,282,330
,No issues,2348,689,282,330
,No issues,2443,646,282,330
,No issues,2537,587,282,330
,No issues,2643,544,282,330
,No issues,3343,864,280,270
,No issues,3453,1000,226,280
170562.JPG,No issues,1000,800,382,597
,Broken,1355,603,336,640
,Broken,1,212,2646,1797
,No issues,2074,231,561,612
,No issues,2084,241,561,612
,No issues,1715,431,561,612
,No issues,1547,535,561,612
,No issues,1180,713,204,539
,No issues,815,883,487,603
,No issues,825,893,487,603
,No issues,477,1035,487,603
,No issues,314,1114,487,603
,No issues,144,1180,487,603
,No issues,0,1228,487,603
170562h.JPG,No issues,1833,800,382,597
,Broken,1524,603,336,640
,Broken,568,212,2646,1797
,No issues,580,231,561,612
,No issues,570,241,561,612
,No issues,939,431,561,612
,No issues,1107,535,561,612
,No issues,1831,713,204,539
,No issues,1913,883,487,603
,No issues,1903,893,487,603
,No issues,2251,1035,487,603
,No issues,2414,1114,487,603
,No issues,2584,1180,487,603
,No issues,2728,1228,487,603
170562v.JPG,No issues,1000,738,382,597
,Broken,1355,892,336,640
,Broken,1,126,2646,1797
,No issues,2074,1292,561,612
,No issues,2084,1282,561,612
,No issues,1715,1092,561,612
,No issues,1547,988,561,612
,No issues,1180,883,204,539
,No issues,815,649,487,603
,No issues,825,639,487,603
,No issues,477,497,487,603
,No issues,314,418,487,603
,No issues,144,352,487,603
,No issues,0,304,487,603
170562d.JPG,No issues,1833,738,382,597
,Broken,1524,892,336,640
,Broken,568,126,2646,1797
,No issues,580,1292,561,612
,No issues,570,1282,561,612
,No issues,939,1092,561,612
,No issues,1107,988,561,612
,No issues,1831,883,204,539
,No issues,1913,649,487,603
,No issues,1903,639,487,603
,No issues,2251,497,487,603
,No issues,2414,418,487,603
,No issues,2584,352,487,603
,No issues,2728,304,487,603
170870 (2).JPG,No issues,182,2035,1963,1108
,No issues,3312,534,346,279
,Broken,2294,2555,290,266
,Broken,2264,299,1494,2544
,No issues,3405,325,346,279
,No issues,3227,703,346,279
,No issues,3132,879,346,279
,No issues,3037,1077,346,279
,No issues,3047,1087,346,279
,No issues,2842,1447,346,279
,No issues,2747,1623,346,279
,No issues,2648,1817,346,279
,No issues,2557,2002,346,279
,No issues,2458,2183,346,279
,No issues,2354,2351,346,279
,No issues,1835,2774,271,350
,No issues,1692,2731,271,350
,No issues,1571,2684,271,350
,No issues,1441,2624,271,350
,No issues,1315,2573,271,350
,No issues,233,2054,317,348
,No issues,628,2274,317,348
,No issues,774,2328,317,348
,No issues,880,2399,317,348
,No issues,1021,2457,317,348
,No issues,1178,2523,276,348
,No issues,536,2187,276,348
,No issues,397,2136,276,348
170870 (2)v.JPG,No issues,182,536,1963,1108
,No issues,3312,2866,346,279
,Broken,2294,858,290,266
,Broken,2264,836,1494,2544
,No issues,3405,3075,346,279
,No issues,3227,2697,346,279
,No issues,3132,2521,346,279
,No issues,3037,2323,346,279
,No issues,3047,2313,346,279
,No issues,2842,1953,346,279
,No issues,2747,1777,346,279
,No issues,2648,1583,346,279
,No issues,2557,1398,346,279
,No issues,2458,1217,346,279
,No issues,2354,1049,346,279
,No issues,1835,555,271,350
,No issues,1692,598,271,350
,No issues,1571,645,271,350
,No issues,1441,705,271,350
,No issues,1315,756,271,350
,No issues,233,1277,317,348
,No issues,628,1057,317,348
,No issues,774,1003,317,348
,No issues,880,932,317,348
,No issues,1021,874,317,348
,No issues,1178,808,276,348
,No issues,536,1144,276,348
,No issues,397,1195,276,348
100201.JPG,No issues,177,802,288,496
,No issues,1559,836,288,530
,No issues,2125,854,317,531
,No issues,2322,862,315,547
,No issues,2525,862,317,558
,Flashover damage,2946,899,271,544
,Flashover damage,1931,855,280,532
,Flashover damage,1382,841,272,510
,Flashover damage,1031,830,258,507
,Flashover damage,689,820,247,502
,Flashover damage,521,813,247,492
,Flashover damage,120,785,3097,697
,No issues,2719,881,288,539
,No issues,1754,843,288,530
,No issues,1203,812,288,530
,No issues,845,804,288,530
,No issues,357,776,288,530
100201h.JPG,No issues,2750,802,288,496
,No issues,1368,836,288,530
,No issues,773,854,317,531
,No issues,578,862,315,547
,No issues,373,862,317,558
,Flashover damage,0,899,271,544
,Flashover damage,1004,855,280,532
,Flashover damage,1561,841,272,510
,Flashover damage,1926,830,258,507
,Flashover damage,2279,820,247,502
,Flashover damage,2447,813,247,492
,Flashover damage,0,785,3097,697
,No issues,208,881,288,539
,No issues,1173,843,288,530
,No issues,1724,812,288,530
,No issues,2082,804,288,530
,No issues,2570,776,288,530
100201d.JPG,No issues,2750,837,288,496
,No issues,1368,769,288,530
,No issues,773,750,317,531
,No issues,578,726,315,547
,No issues,373,715,317,558
,Flashover damage,0,692,271,544
,Flashover damage,1004,748,280,532
,Flashover damage,1561,784,272,510
,Flashover damage,1926,798,258,507
,Flashover damage,2279,813,247,502
,Flashover damage,2447,830,247,492
,Flashover damage,0,653,3097,697
,No issues,208,715,288,539
,No issues,1173,762,288,530
,No issues,1724,793,288,530
,No issues,2082,801,288,530
,No issues,2570,829,288,530
130047.JPG,No issues,216,224,482,358
,Broken,706,912,454,374
,Broken,82,1,1725,1996
,No issues,71,0,482,358
,No issues,366,417,480,373
,No issues,521,658,480,373
,No issues,843,1129,480,373
,No issues,998,1363,480,373
,No issues,1153,1589,480,373
130047h.JPG,No issues,2309,224,482,358
,Broken,1847,912,454,374
,Broken,1200,1,1725,1996
,No issues,2454,0,482,358
,No issues,2161,417,480,373
,No issues,2006,658,480,373
,No issues,1684,1129,480,373
,No issues,1529,1363,480,373
,No issues,1374,1589,480,373
130047v.JPG,No issues,216,1417,482,358
,Broken,706,713,454,374
,Broken,82,2,1725,1996
,No issues,71,1641,482,358
,No issues,366,1209,480,373
,No issues,521,968,480,373
,No issues,843,497,480,373
,No issues,998,263,480,373
,No issues,1153,37,480,373
130047d.JPG,No issues,2309,1417,482,358
,Broken,1847,713,454,374
,Broken,1200,2,1725,1996
,No issues,2454,1641,482,358
,No issues,2161,1209,480,373
,No issues,2006,968,480,373
,No issues,1684,497,480,373
,No issues,1529,263,480,373
,No issues,1374,37,480,373
150347.JPG,No issues,1548,4,499,2589
,No issues,1592,978,426,207
,No issues,1601,1962,399,208
,No issues,1584,2147,409,228
,Flashover damage,1600,1375,405,203
,Flashover damage,1592,1755,413,221
,Flashover damage,1597,1170,414,217
,Flashover damage,1599,359,428,238
,Flashover damage,1588,764,441,222
,Flashover damage,1591,1,436,180
,No issues,1602,1565,426,207
,No issues,1599,573,430,217
,No issues,1609,583,430,217
,Flashover damage,1589,2333,414,217
150347v.JPG,Flashover damage,1548,0,499,2589
,No issues,1592,1406,426,207
,No issues,1601,421,399,208
,No issues,1584,216,409,228
,Flashover damage,1600,1013,405,203
,Flashover damage,1592,615,413,221
,Flashover damage,1597,1204,414,217
,Flashover damage,1599,1994,428,238
,Flashover damage,1588,1605,441,222
,Flashover damage,1591,2410,436,180
,No issues,1602,819,426,207
,No issues,1599,1801,430,217
,No issues,1609,1791,430,217
,Flashover damage,1589,41,414,217
150347d.JPG,Flashover damage,1824,0,499,2589
,No issues,1853,1406,426,207
,No issues,1871,421,399,208
,No issues,1878,216,409,228
,Flashover damage,1866,1013,405,203
,Flashover damage,1866,615,413,221
,Flashover damage,1860,1204,414,217
,Flashover damage,1844,1994,428,238
,Flashover damage,1842,1605,441,222
,Flashover damage,1844,2410,436,180
,No issues,1843,819,426,207
,No issues,1842,1801,430,217
,No issues,1832,1791,430,217
,Flashover damage,1868,41,414,217
150631.JPG,Flashover damage,2907,1828,248,388
,Flashover damage,2546,1714,243,381
,Flashover damage,3618,2044,244,370
,Flashover damage,3271,1932,238,391
,Flashover damage,386,1063,359,395
,Flashover damage,5442,2043,559,667
,No issues,2181,1600,239,383
,No issues,1833,1474,234,410
,No issues,1651,1426,221,392
,No issues,1457,1369,242,398
,No issues,1253,1325,248,374
,No issues,363,1039,4572,1718
,No issues,670,1130,253,383
,No issues,859,1187,253,383
,No issues,1057,1249,253,383
,No issues,1986,1544,253,383
,Flashover damage,2361,1663,243,381
,No issues,2730,1769,239,383
,No issues,3081,1875,239,383
,No issues,3446,1981,239,383
,No issues,3796,2095,239,383
,No issues,3981,2146,220,364
,No issues,4152,2196,220,364
,No issues,4325,2243,220,364
,No issues,4490,2290,220,364
,No issues,4664,2340,220,364
150631h.JPG,Flashover damage,2844,1828,248,388
,Flashover damage,3210,1714,243,381
,Flashover damage,2137,2044,244,370
,Flashover damage,2490,1932,238,391
,Flashover damage,5254,1063,359,395
,Flashover damage,0,2043,559,667
,No issues,3579,1600,239,383
,No issues,3932,1474,234,410
,No issues,4127,1426,221,392
,No issues,4300,1369,242,398
,No issues,4498,1325,248,374
,No issues,1064,1039,4572,1718
,No issues,5076,1130,253,383
,No issues,4887,1187,253,383
,No issues,4689,1249,253,383
,No issues,3760,1544,253,383
,Flashover damage,3395,1663,243,381
,No issues,3030,1769,239,383
,No issues,2679,1875,239,383
,No issues,2314,1981,239,383
,No issues,1964,2095,239,383
,No issues,1798,2146,220,364
,No issues,1627,2196,220,364
,No issues,1454,2243,220,364
,No issues,1289,2290,220,364
,No issues,1115,2340,220,364
150631d.JPG,Flashover damage,2844,1783,248,388
,Flashover damage,3210,1904,243,381
,Flashover damage,2137,1585,244,370
,Flashover damage,2490,1676,238,391
,Flashover damage,5254,2541,359,395
,Flashover damage,0,1289,559,667
,No issues,3579,2016,239,383
,No issues,3932,2115,234,410
,No issues,4127,2181,221,392
,No issues,4300,2232,242,398
,No issues,4498,2300,248,374
,No issues,1064,1242,4572,1718
,No issues,5076,2486,253,383
,No issues,4887,2429,253,383
,No issues,4689,2367,253,383
,No issues,3760,2072,253,383
,Flashover damage,3395,1955,243,381
,No issues,3030,1847,239,383
,No issues,2679,1741,239,383
,No issues,2314,1635,239,383
,No issues,1964,1521,239,383
,No issues,1798,1489,220,364
,No issues,1627,1439,220,364
,No issues,1454,1392,220,364
,No issues,1289,1345,220,364
,No issues,1115,1295,220,364
150878.JPG,No issues,2919,1278,359,232
,No issues,2976,1102,345,225
,Broken,2830,1654,308,182
,Broken,2734,2038,355,207
,Broken,2480,1,1137,3214
,No issues,3022,911,345,225
,No issues,3064,717,345,225
,No issues,3111,528,345,225
,No issues,3156,345,345,225
,No issues,3201,156,345,225
,No issues,3246,0,336,185
,No issues,2885,1457,359,232
,No issues,2796,1823,359,232
,No issues,2705,2205,359,232
,No issues,2656,2388,359,232
,No issues,2610,2575,359,232
,No issues,2563,2773,341,214
,No issues,2518,2956,342,225
,No issues,1680,3597,804,403
,No issues,2174,3607,310,323
,No issues,2077,3660,310,323
,No issues,2003,3723,305,277
150878v.JPG,No issues,2919,2489,359,232
,No issues,2976,2672,345,225
,Broken,2830,2163,308,182
,Broken,2734,1754,355,207
,Broken,2480,784,1137,3214
,No issues,3022,2863,345,225
,No issues,3064,3057,345,225
,No issues,3111,3246,345,225
,No issues,3156,3429,345,225
,No issues,3201,3618,345,225
,No issues,3246,3814,336,185
,No issues,2885,2310,359,232
,No issues,2796,1944,359,232
,No issues,2705,1562,359,232
,No issues,2656,1379,359,232
,No issues,2610,1192,359,232
,No issues,2563,1012,341,214
,No issues,2518,818,342,225
,No issues,1680,0,804,403
,No issues,2174,69,310,323
,No issues,2077,16,310,323
,No issues,2003,0,305,277
150878d.JPG,No issues,2721,2489,359,232
,No issues,2678,2672,345,225
,Broken,2861,2163,308,182
,Broken,2910,1754,355,207
,Broken,2382,784,1137,3214
,No issues,2632,2863,345,225
,No issues,2590,3057,345,225
,No issues,2543,3246,345,225
,No issues,2498,3429,345,225
,No issues,2453,3618,345,225
,No issues,2417,3814,336,185
,No issues,2755,2310,359,232
,No issues,2844,1944,359,232
,No issues,2935,1562,359,232
,No issues,2984,1379,359,232
,No issues,3030,1192,359,232
,No issues,3095,1012,341,214
,No issues,3139,818,342,225
,No issues,3515,0,804,403
,No issues,3515,69,310,323
,No issues,3612,16,310,323
,No issues,3691,0,305,277
160440 (2).JPG,No issues,1903,2586,679,397
,No issues,1972,1125,698,403
,Flashover damage,1945,1423,700,392
,Flashover damage,1949,1709,691,413
,Flashover damage,2000,408,712,530
,Flashover damage,1848,344,898,2665
,No issues,1997,819,679,358
,No issues,1925,1986,698,403
,No issues,1914,2289,698,403
160440 (2)h.JPG,No issues,1929,2586,679,397
,No issues,1841,1125,698,403
,Flashover damage,1866,1423,700,392
,Flashover damage,1871,1709,691,413
,Flashover damage,1799,408,712,530
,Flashover damage,1765,344,898,2665
,No issues,1835,819,679,358
,No issues,1888,1986,698,403
,No issues,1899,2289,698,403
160440 (2)v.JPG,No issues,1903,24,679,397
,No issues,1972,1479,698,403
,Flashover damage,1945,1192,700,392
,Flashover damage,1949,885,691,413
,Flashover damage,2000,2069,712,530
,Flashover damage,1848,0,898,2665
,No issues,1997,1830,679,358
,No issues,1925,618,698,403
,No issues,1914,315,698,403
160440 (2)d.JPG,No issues,1929,24,679,397
,No issues,1841,1479,698,403
,Flashover damage,1866,1192,700,392
,Flashover damage,1871,885,691,413
,Flashover damage,1799,2069,712,530
,Flashover damage,1765,0,898,2665
,No issues,1835,1830,679,358
,No issues,1888,618,698,403
,No issues,1899,315,698,403
160926.JPG,No issues,2013,2371,821,463
,No issues,2017,1642,821,489
,Flashover damage,2051,863,813,564
,Flashover damage,1945,816,961,2193
,No issues,2016,1974,821,489
,No issues,2037,1308,821,489
160926h.JPG,No issues,1677,2371,821,463
,No issues,1673,1642,821,489
,Flashover damage,1647,863,813,564
,Flashover damage,1605,816,961,2193
,No issues,1674,1974,821,489
,No issues,1653,1308,821,489
160926d.JPG,No issues,1677,173,821,463
,No issues,1673,876,821,489
,Flashover damage,1647,1580,813,564
,Flashover damage,1605,0,961,2193
,No issues,1674,544,821,489
,No issues,1653,1210,821,489
161312.JPG,No issues,2080,2173,784,438
,Flashover damage,2017,1103,817,644
,Flashover damage,2000,1023,939,1986
,No issues,2029,1575,780,467
,No issues,2060,1857,780,467
,No issues,2095,2404,780,467
161312h.JPG,No issues,1647,2173,784,438
,Flashover damage,1677,1103,817,644
,Flashover damage,1572,1023,939,1986
,No issues,1702,1575,780,467
,No issues,1671,1857,780,467
,No issues,1636,2404,780,467
161312v.JPG,No issues,2080,396,784,438
,Flashover damage,2017,1260,817,644
,Flashover damage,2000,0,939,1986
,No issues,2029,965,780,467
,No issues,2060,683,780,467
,No issues,2095,136,780,467
161312d.JPG,No issues,1647,396,784,438
,Flashover damage,1677,1260,817,644
,Flashover damage,1572,0,939,1986
,No issues,1702,965,780,467
,No issues,1671,683,780,467
,No issues,1636,136,780,467
170040.JPG,No issues,3351,1656,509,240
,Broken,3337,2548,499,224
,Broken,3268,1217,702,3293
,No issues,3368,1325,479,321
,No issues,3368,1840,469,267
,No issues,3366,2064,469,267
,No issues,3366,2296,469,267
,No issues,3366,2742,469,267
,No issues,3366,2966,469,267
,No issues,3366,3184,469,267
,No issues,3369,3413,469,267
,No issues,3367,3637,469,267
,No issues,3367,3869,469,267
,No issues,3372,4093,469,267
170040h.JPG,No issues,3499,1656,509,240
,Broken,3523,2548,499,224
,Broken,3389,1217,702,3293
,No issues,3512,1325,479,321
,No issues,3522,1840,469,267
,No issues,3524,2064,469,267
,No issues,3524,2296,469,267
,No issues,3524,2742,469,267
,No issues,3524,2966,469,267
,No issues,3524,3184,469,267
,No issues,3521,3413,469,267
,No issues,3523,3637,469,267
,No issues,3523,3869,469,267
,No issues,3518,4093,469,267
170040d.JPG,No issues,3499,3015,509,240
,Broken,3523,2139,499,224
,Broken,3389,401,702,3293
,No issues,3512,3265,479,321
,No issues,3522,2804,469,267
,No issues,3524,2580,469,267
,No issues,3524,2348,469,267
,No issues,3524,1902,469,267
,No issues,3524,1678,469,267
,No issues,3524,1460,469,267
,No issues,3521,1231,469,267
,No issues,3523,1007,469,267
,No issues,3523,775,469,267
,No issues,3518,551,469,267
170164.JPG,No issues,736,1168,346,189
,No issues,748,1454,355,193
,No issues,746,1319,336,177
,No issues,750,1870,344,177
,No issues,756,1602,330,178
,No issues,740,1020,342,189
,Flashover damage,757,2260,335,188
,Flashover damage,776,2525,314,162
,Flashover damage,726,648,356,265
,Flashover damage,641,625,559,2342
,No issues,733,856,339,204
,No issues,752,1714,339,204
,No issues,765,1983,324,203
,No issues,765,2107,324,203
,No issues,764,2369,324,203
,Flashover damage,785,2650,309,168
,No issues,789,2740,310,204
170164h.JPG,No issues,1053,1168,346,189
,No issues,1032,1454,355,193
,No issues,1053,1319,336,177
,No issues,1041,1870,344,177
,No issues,1049,1602,330,178
,No issues,1053,1020,342,189
,Flashover damage,1043,2260,335,188
,Flashover damage,1045,2525,314,162
,Flashover damage,1053,648,356,265
,Flashover damage,935,625,559,2342
,No issues,1063,856,339,204
,No issues,1044,1714,339,204
,No issues,1046,1983,324,203
,No issues,1046,2107,324,203
,No issues,1047,2369,324,203
,Flashover damage,1041,2650,309,168
,No issues,1036,2740,310,204
170164d.JPG,No issues,1053,1858,346,189
,No issues,1032,1568,355,193
,No issues,1053,1719,336,177
,No issues,1041,1168,344,177
